"","year","plan_name","state","return_1yr","aal","mva","arr","payroll","payroll_growth_assumption","total_nc_pct","total_proj_adec_pct","refunds","benefit_payments","total_benefits"
"1035",2012,"Missouri Local Government Employees Retirement System (LAGERS)*","Missouri",0.036,5120274198,4679128010,0.0725,1359655784,0,0.10331,0.13173,-1745403,169170530,-170915933
"1036",2013,"Missouri Local Government Employees Retirement System (LAGERS)*","Missouri",0.1454,5423684243,5326275641,0.0725,1395261077,0,0.10198,0.13717,-2367537,184411130,-186778667
"1037",2014,"Missouri Local Government Employees Retirement System (LAGERS)*","Missouri",0.1904,5873910959,6309952296,0.0725,1456008487,0,0.11334,0.15195,-2108951,199601520,-201710471
"1038",2015,"Missouri Local Government Employees Retirement System (LAGERS)*","Missouri",0.0216,6324109191,6381353861,0.0725,1462218216,0,0.10458,0.2502,-1861343,218892560,-220753903
"1039",2016,"Missouri Local Government Employees Retirement System (LAGERS)*","Missouri",-0.0019,6671352337,6302285751,0.0725,1507588470,0,0.10417,0.23492,-1844175,233448280,-235292455
"1040",2017,"Missouri Local Government Employees Retirement System (LAGERS)*","Missouri",0.1204,7135950253,6987343217,0.0725,1555729666,0,0.11263,0.20324,-2565510,251511130,-254076640
"1041",2018,"Missouri Local Government Employees Retirement System (LAGERS)*","Missouri",0.137,7631702645,7756246362,0.0725,1616895524,0.03,0.11118,0.2007,-1919371,273607000,-275526371
"1042",2019,"Missouri Local Government Employees Retirement System (LAGERS)*","Missouri",0.0712,8113100648,8176317056,0.0725,1682772357,NA,0.1144,0.25692,-2320610,299644090,-301964700
"1043",2001,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",-0.026,2301402527,1413243548,0.0825,323400023,0.04,0.1192,0.2419,0,115998910,-115998910
"1044",2002,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",-0.0569,2358452163,1268238497,0.0825,308654239,0.04,0.1218,0.274,0,125623460,-125623460
"1045",2003,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.032,2418145741,1241550328,0.0825,319345949,0.04,0.1288,0.3047,0,136320130,-136320130
"1046",2004,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.1524,2492918976,1353436505,0.0825,316224468,0.04,0.131,0.3243,0,142359310,-142359310
"1047",2005,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.1138,2627409025,1441054573,0.0825,334030151,0.0375,0.1262,0.3258,0,148340170,-148340170
"1048",2006,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.1497,2740437837,1597920070,0.0825,341227890,0.0375,0.11473,0.32472,0,155230300,-155230300
"1049",2007,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.1809,2897267409,1825204289,0.0825,365012472,0.0375,0.11479,0.32352,0,164048450,-164048450
"1050",2008,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",-0.0241,3019633781,1718675050,0.0825,375600448,0.0375,0.11498,0.33003,0,172112940,-172112940
"1051",2009,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",-0.247,3113393645,1221133860,0.0825,379590273,0.0375,0.1161,0.41263,0,179850470,-179850470
"1052",2010,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.1291,3258866925,1312717310,0.0825,378063006,0.0375,0.1187,0.4786,0,187267530,-187267530
"1053",2011,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.2178,3297589869,1555680676,0.0825,362654376,0.0375,0.1144,0.4829,0,191892660,-191892660
"1054",2012,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.0275,3306278671,1541403546,0.0825,341637559,0.0375,0.1254,0.5451,0,201906770,-201906770
"1055",2013,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.1342,3583975559,1685732710,0.0775,329481506,0.035,0.1287,0.5884,0,210904470,-210904470
"1056",2014,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.1759,3650241741,1957456213,0.0775,336590797,0.035,0.1268,0.5841,0,217149530,-217149530
"1057",2015,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.0662,3715845651,2009367134,0.0775,342264593,0.035,0.1262,0.5861,0,223021520,-223021520
"1058",2016,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.0101,3761733004,1992073946,0.0775,344275147,0.035,0.1249,0.5877,-198106,227218910,-227417016
"1059",2017,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.1122,3802443730,2169775040,0.0775,356142973,0.035,0.124,0.5894,-321328,231168520,-231489848
"1060",2018,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.0942,3981838941,2314530148,0.07,353371000,0.03,0.1165,0.591,-503007,235395450,-235898457
"1061",2019,"Missouri MoDOT & Patrol Employees’ Retirement System*","Missouri",0.0684,4037369708,2423261830,0.07,362356771,NA,0.1141,0.5928,-780538,241935170,-242715708
"1062",2001,"Missouri Public School Retirement System (PSRS)*","Missouri",-0.019,21282203000,20183688633,0.08,2982051000,0.05,0.2046,0.2154,-35046720,749891060,-784937780
"1063",2002,"Missouri Public School Retirement System (PSRS)*","Missouri",-0.028,23333937000,19403476898,0.08,3213461000,0.05,0.2057,0.2222,-31779306,860434750,-892214056
"1064",2003,"Missouri Public School Retirement System (PSRS)*","Missouri",0.048,24719450000,20047981537,0.08,3373058000,0.05,0.2092,0.2775,-28474288,930449630,-958923918
"1065",2004,"Missouri Public School Retirement System (PSRS)*","Missouri",0.124,26225259000,22150379905,0.08,3408230000,0.05,0.2093,0.2776,-36018258,1024739900,-1060758158
"1066",2005,"Missouri Public School Retirement System (PSRS)*","Missouri",0.092,27881513000,23738856296,0.08,3540649000,0.05,0.2105,0.2778,-34346274,1152577600,-1186923874
"1067",2006,"Missouri Public School Retirement System (PSRS)*","Missouri",0.098,30037130000,25603528651,0.08,3775752000,0.05,0.2155,0.2839,-36394064,1260838500,-1297232564
"1068",2007,"Missouri Public School Retirement System (PSRS)*","Missouri",0.1657,32396723000,29283666821,0.08,3980698000,0.05,0.216,0.2824,-44010291,1380563000,-1424573291
"1069",2008,"Missouri Public School Retirement System (PSRS)*","Missouri",-0.046,34490452000,27435038622,0.08,4209417000,0.05,0.2171,0.2845,-46300943,1502974400,-1549275343
"1070",2009,"Missouri Public School Retirement System (PSRS)*","Missouri",-0.193,36060121000,21589177403,0.08,4439381000,0.05,0.2184,0.3011,-46408252,1651607600,-1698015852
"1071",2010,"Missouri Public School Retirement System (PSRS)*","Missouri",0.13,37233602000,23755741470,0.08,4493865000,0.05,0.2197,0.3134,-48159590,1729704000,-1777863590
"1072",2011,"Missouri Public School Retirement System (PSRS)*","Missouri",0.218,34383430000,28100181498,0.08,4338976000,0.035,0.1916,0.261,-53638650,1845619900,-1899258550
"1073",2012,"Missouri Public School Retirement System (PSRS)*","Missouri",0.019,35588030000,27816772561,0.08,4379060000,0.035,0.1903,0.282,-54456051,1950231300,-2004687351
"1074",2013,"Missouri Public School Retirement System (PSRS)*","Missouri",0.126,36758165000,30375416793,0.08,4460872000,0.035,0.1905,0.2921,-55394344,2055763900,-2111158244
"1075",2014,"Missouri Public School Retirement System (PSRS)*","Missouri",0.169,38483184000,34380608560,0.08,4425568000,0.035,0.1889,0.2842,-55921469,2132714300,-2188635769
"1076",2015,"Missouri Public School Retirement System (PSRS)*","Missouri",0.045,40610540000,34837679505,0.08,4508242000,0.035,0.1869,0.2811,-55937945,2263957000,-2319894945
"1077",2016,"Missouri Public School Retirement System (PSRS)*","Missouri",0.018,41744619000,34303969832,0.0775,4556137000,0.0275,0.1625,0.2559,-54630399,2359690500,-2414320899
"1078",2017,"Missouri Public School Retirement System (PSRS)*","Missouri",0.125,44501771000,37280246063,0.076,4655169000,0.0275,0.1702,0.2729,-50617935,2446466000,-2497083935
"1079",2018,"Missouri Public School Retirement System (PSRS)*","Missouri",0.089,46702002000,39259545408,0.075,4759665000,0.03,0.1744,0.29,-51329094,2524322500,-2575651594
"1080",2019,"Missouri Public School Retirement System (PSRS)*","Missouri",0.07,47973829000,40593758865,0.075,4844249000,NA,0.1745,0.29,-49295932,2643189800,-2692485732
"1081",2001,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",-0.0504,0,2778159228,0.08,0,0,0,0,-11873515,0,-11873515
"1082",2002,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",-0.0723,3077764000,2564241421,0.08,808747000,0,0.1221,0.138,-10683442,115613000,-126296442
"1083",2003,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.0661,3295924500,2711242733,0.08,820797000,0,0,0,-10218257,125410000,-135628257
"1084",2004,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.1343,3514085000,3049976858,0.08,832847000,0,0.1208,0.1495,-10913131,135207000,-146120131
"1085",2005,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.0813,3719998000,3267528219,0.08,847431000,0,0.1212,0.1534,-13236058,145150000,-158386058
"1086",2006,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.0907,3919313000,3551602944,0.08,880708000,0,0.1217,0.1477,-12753802,156999000,-169752802
"1087",2007,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.1796,4201251000,4145425505,0.08,907424000,0,0.1222,0.1354,-12867508,170192000,-183059508
"1088",2008,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",-0.0486,4504743000,3899116052,0.08,955113000,0,0.1213,0.1375,-12123478,185155000,-197278478
"1089",2009,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",-0.2069,4792819000,3043883633,0.08,1003215000,0,0.1216,0.1642,-10821072,201412080,-212233152
"1090",2010,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.1287,5241819000,3375594484,0.0775,1083780000,0,0.1261,0.1908,-10967292,216968580,-227935872
"1091",2011,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.2179,5410144000,4020895420,0.0775,1071376000,0,0.1259,0.2043,-11302115,238460800,-249762915
"1092",2012,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.0241,5661281000,4011369132,0.0775,1081288000,0,0.118,0.2071,-11990973,258468970,-270459943
"1093",2013,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.1304,5160951000,4407315609,0.0775,1.104e+09,0,0.109,0.1575,-11253670,281465590,-292719260
"1094",2014,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.1716,6177505000,5077559117,0.0775,1129109000,0,0.1163,0.1927,-10356919,302758500,-313115419
"1095",2015,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.0458,6470303000,5210244072,0.0775,1154867000,0,0.1118,0.1843,-12521909,326390340,-338912249
"1096",2016,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.0207,6787923000,5195295578,0.0775,1185646000,0,0.1134,0.1637,-10645257,351707940,-362353197
"1097",2017,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.1194,7578385000,5672794063,0.0765,1232067000,0.035,0.0986,0.1647,-12325937,375071220,-387397157
"1098",2018,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.0885,7730084000,6014797578,0.0765,1230105000,0.035,0.1027,0.1657,-12619498,402968970,-415588468
"1099",2019,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (PERS)*","Montana",0.0571,7957038000,5905584176,0.0765,1247344000,NA,0.1009,0.1667,-12360997,430545410,-442906407
"1100",2001,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",-0.017,1636076000,1610045165,0.08,814158000,0.05,0.1044,0.1,-9201092,49038277,-58239369
"1101",2002,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",-0.028,1855982000,1585017222,0.08,895420000,0.05,0.1055,0.108,-7865945,59871348,-67737293
"1102",2003,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.047,2049716000,1677769645,0.08,971177000,0.05,0.1058,0.1247,-8033535,67398656,-75432191
"1103",2004,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.121,2221210000,1888269914,0.08,984866000,0.05,0.1064,0.1256,-10419660,74870836,-85290496
"1104",2005,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.093,2414494000,2068647166,0.08,1055204000,0.05,0.1072,0.126,-11891691,83906367,-95798058
"1105",2006,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.098,2756833000,2286979838,0.08,1190994000,0.05,0.1099,0.1322,-12043611,92660852,-104704463
"1106",2007,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.166,2982813000,2681176296,0.08,1275199000,0.05,0.1104,0.1298,-13698759,103181590,-116880349
"1107",2008,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",-0.046,3278602000,2575662433,0.08,1377506000,0.05,0.1123,0.1329,-15509484,114063510,-129572994
"1108",2009,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",-0.189,3458044000,2113673631,0.08,1417485000,0.05,0.1088,0.1326,-15673105,126666800,-142339905
"1109",2010,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.127,3658713000,2404424630,0.08,1433691000,0.05,0.1101,0.1372,-16710950,135796470,-152507420
"1110",2011,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.214,3549348000,2918763616,0.08,1414442000,0.0375,0.108,0.1301,-18822979,150769060,-169592039
"1111",2012,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.016,3746347000,2964557037,0.08,1437310000,0.0375,0.1079,0.1357,-18469530,166945360,-185414890
"1112",2013,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.123,3967619000,3316512796,0.08,1470830000,0.0375,0.1086,0.1386,-18636409,178663340,-197299749
"1113",2014,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.169,4211489000,3846322886,0.08,1442701000,0.0375,0.1085,0.1355,-19880108,192829440,-212709548
"1114",2015,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.045,4512317000,3983410821,0.08,1469772000,0.0375,0.1098,0.1357,-19827691,210547000,-230374691
"1115",2016,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.018,4809666000,4007330675,0.0775,1519081000,0.0325,0.0994,0.1268,-19704792,229005000,-248709792
"1116",2017,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.125,5209369000,4446418008,0.076,1558183433,0.0325,0.1033,0.1335,-18190571,245448000,-263638571
"1117",2018,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.089,5542478000,4769765292,0.075,1636008000,0.03,0.1042,0.1372,-18270143,265282160,-283552303
"1118",2019,"Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan (SERS)*","Missouri",0.07,5809485000,5018523615,0.075,1665654000,NA,0.1043,0.1372,-18673920,287040310,-305714230
"1119",2001,"Montana Teachers' Retirement System (TRS)*","Montana",-0.0505,0,2239208114,0.08,0,0,0,0,-5370493,117227000,-122597493
"1120",2002,"Montana Teachers' Retirement System (TRS)*","Montana",-0.072,2980100000,2041691136,0.08,563200000,0,0.1033,0.2187,-6472327,139131000,-145603327
"1121",2003,"Montana Teachers' Retirement System (TRS)*","Montana",0.0646,3169650000,2123634260,0.08,581950000,0,0,0,-6468324,139131000,-145599324
"1122",2004,"Montana Teachers' Retirement System (TRS)*","Montana",0.1351,3359200000,2354844199,0.0775,600700000,0,0.1034,0.2594,-5843069,159776000,-165619069
"1123",2005,"Montana Teachers' Retirement System (TRS)*","Montana",0.0819,3.527e+09,2487136540,0.0775,612600000,0,0.1035,0.2526,-4340382,170129000,-174469382
"1124",2006,"Montana Teachers' Retirement System (TRS)*","Montana",0.0905,3733600000,2745771047,0.0775,6.36e+08,0,0.1037,0.2536,-4876148,181114000,-185990148
"1125",2007,"Montana Teachers' Retirement System (TRS)*","Montana",0.1794,3928500000,3209275322,0.0775,664100000,0,0.104,0.2426,-5594541,195237000,-200831541
"1126",2008,"Montana Teachers' Retirement System (TRS)*","Montana",-0.0489,4110800000,2993392632,0.0775,689500000,0,0.1087,0.1728,-5694601,219267000,-224961601
"1127",2009,"Montana Teachers' Retirement System (TRS)*","Montana",-0.2067,4.331e+09,2301618671,0.0775,683200000,0,0.1069,0.2122,-5170028,219267000,-224437028
"1128",2010,"Montana Teachers' Retirement System (TRS)*","Montana",0.1284,4518200000,2521445720,0.0775,7.47e+08,0,0.0974,0.2133,-4165835,234048000,-238213835
"1129",2011,"Montana Teachers' Retirement System (TRS)*","Montana",0.2183,4658600000,2972421050,0.0775,746700000,0,0.0964,0.2064,-4364713,250500000,-254864713
"1130",2012,"Montana Teachers' Retirement System (TRS)*","Montana",0.0242,4814700000,2932202476,0.0775,735600000,0,0.0965,0.22,-5294856,267851000,-273145856
"1131",2013,"Montana Teachers' Retirement System (TRS)*","Montana",0.1306,4592700000,3185064406,0.0775,742600000,0,0.092,0.1911,-5119358,284333000,-289452358
"1132",2014,"Montana Teachers' Retirement System (TRS)*","Montana",0.1717,5.191e+09,3652220265,0.0775,750600000,0,0.0913,0.1921,-4788688,302272000,-307060688
"1133",2015,"Montana Teachers' Retirement System (TRS)*","Montana",0.046,5351400000,3708385838,0.0775,768700000,0,0.0921,0.1931,-5368359,321511000,-326879359
"1134",2016,"Montana Teachers' Retirement System (TRS)*","Montana",0.0208,5483700000,3656830798,0.0775,795920906,0,0.0987,0.1941,-5086816,336465000,-341551816
"1135",2017,"Montana Teachers' Retirement System (TRS)*","Montana",0.1192,5636800000,3950761443,0.0775,818122561,0.04,0.0982,0.1951,-7355344,352005000,-359360344
"1136",2018,"Montana Teachers' Retirement System (TRS)*","Montana",0.0882,6004400000,4148324206,0.075,829708585,0.0325,0.0996,0.1961,-5322642,367990000,-373312642
"1137",2019,"Montana Teachers' Retirement System (TRS)*","Montana",0.0569,6148556000,4220285752,0.075,857467932,NA,0.0978,0.1971,-6008447,383495000,-389503447
"1138",2001,"Mosers State Employees Pension Plan","Missouri",-0.022,6065166716,5432961296,0.085,1758190269,0.04,0.0822,0.0881,0,227392670,-227392670
"1139",2002,"Mosers State Employees Pension Plan","Missouri",-0.062,6294272275,5024517229,0.085,1773283484,0.04,0.0847,0.0935,0,256593390,-256593390
"1140",2003,"Mosers State Employees Pension Plan","Missouri",0.07,6662291406,5190418601,0.085,1739895364,0.04,0.0857,0.1064,0,287084130,-287084130
"1141",2004,"Mosers State Employees Pension Plan","Missouri",0.171,7230010928,5859486975,0.085,1737454454,0.04,0.0881,0.1259,-8585,324627060,-324635645
"1142",2005,"Mosers State Employees Pension Plan","Missouri",0.126,7578028017,6431033445,0.085,1806600560,0.04,0.0884,0.1278,0,348091340,-348091340
"1143",2006,"Mosers State Employees Pension Plan","Missouri",0.115,8013205414,6983737684,0.085,1777277138,0,0.0887,0.1284,-1341,373589160,-373590501
"1144",2007,"Mosers State Employees Pension Plan","Missouri",0.187,8500428641,8056993537,0.085,1846643330,0.04,0.0888,0.1253,0,406438190,-406438190
"1145",2008,"Mosers State Employees Pension Plan","Missouri",0.016,9128347470,7934030312,0.085,1916527398,0.04,0.0871,0.1275,0,434641690,-434641690
"1146",2009,"Mosers State Employees Pension Plan","Missouri",-0.191,9494806715,6163086701,0.085,2002402087,0.04,0.0877,0.1381,0,465358310,-465358310
"1147",2010,"Mosers State Employees Pension Plan","Missouri",0.143,9853155445,6727623355,0.085,1945095321,0.04,0.0836,0.1441,-3106,493652220,-493655326
"1148",2011,"Mosers State Employees Pension Plan","Missouri",0.21,10123544043,7768709373,0.085,1875569816,0.04,0.0834,0.1499,0,525567380,-525567380
"1149",2012,"Mosers State Employees Pension Plan","Missouri",0.022,10793651577,7581882309,0.08,1864069493,0.04,0.0804,0.1764,-123709,558611000,-558734709
"1150",2013,"Mosers State Employees Pension Plan","Missouri",0.104,11134637484,7993837570,0.08,1880212950,0.03,0.0831,0.1812,-622341,589871000,-590493341
"1151",2014,"Mosers State Employees Pension Plan","Missouri",0.192,11494571835,9136781826,0.08,1902719928,0.03,0.0821,0.1727,-1421856,618730500,-620152356
"1152",2015,"Mosers State Employees Pension Plan","Missouri",-0.026,11727618410,8516654912,0.08,1918527768,0.03,0.0818,0.1785,-2479264,650866000,-653345264
"1153",2016,"Mosers State Employees Pension Plan","Missouri",0.003,12751162753,8109161214,0.0765,1921528936,0.03,0.086,0.2086,-3798199,680815000,-684613199
"1154",2017,"Mosers State Employees Pension Plan","Missouri",0.035,13152273895,7945358298,0.075,1941969786,0.03,0.0839,0.2155,-4820737,710200000,-715020737
"1155",2018,"Mosers State Employees Pension Plan","Missouri",0.074,13612763961,8034500424,0.0725,1915143002,0.03,0.0862,0.2327,-5502698,744900000,-750402698
"1156",2019,"Mosers State Employees Pension Plan","Missouri",0.043,13957626309,7916465279,0.071,1.931e+09,NA,0.0861,0.2454,-6006484,779900000,-785906484
"1157",2001,"Nebraska School Retirement System (NPERS)*","Nebraska",-0.04229,1704201512,4269845000,0.08,995348331,0,0.1198,0.1457,-13163000,117778510,-130941510
"1158",2002,"Nebraska School Retirement System (NPERS)*","Nebraska",-0.042,5055867993,4039227000,0.08,1065515857,0,0.114,0.1345,-11626000,130793550,-142419550
"1159",2003,"Nebraska School Retirement System (NPERS)*","Nebraska",-0.088,5464572876,4280579000,0.08,1138776241,0,0.1139,0.1526,-10403000,144283060,-154686060
"1160",2004,"Nebraska School Retirement System (NPERS)*","Nebraska",0.236,5868266970,4916496000,0.08,1170601127,0,0.1141,0.1697,-10533000,176103610,-186636610
"1161",2005,"Nebraska School Retirement System (NPERS)*","Nebraska",0.114,6234657830,5393713000,0.08,1214227197,0,0.1142,0.1795,-9952000,188831250,-198783250
"1162",2006,"Nebraska School Retirement System (NPERS)*","Nebraska",0.07,6584275406,5975385000,0.08,1247684378,0,0.1109,0.1658,-11631000,213237390,-224868390
"1163",2007,"Nebraska School Retirement System (NPERS)*","Nebraska",0.152,7070308583,7025565000,0.08,1325616322,0,0.1148,0.1564,-11242000,241597340,-252839340
"1164",2008,"Nebraska School Retirement System (NPERS)*","Nebraska",0.078,7654536359,6578445000,0.08,1389124819,0,0.1117,0.1546,-10454000,274791000,-285245000
"1165",2009,"Nebraska School Retirement System (NPERS)*","Nebraska",-0.278,8092339318,5265961000,0.08,1481568432,0,0.1119,0.1724,-9394000,290576280,-299970280
"1166",2010,"Nebraska School Retirement System (NPERS)*","Nebraska",0.221,8542119000,5940537000,0.08,1543930532,0,0.1114,0.1921,-10679000,319865090,-330544090
"1167",2011,"Nebraska School Retirement System (NPERS)*","Nebraska",0.134,9039744995,7263955000,0.08,1590225983,0,0.1116,0.2045,-10613000,353435160,-364048160
"1168",2012,"Nebraska School Retirement System (NPERS)*","Nebraska",0,9609157134,7246310000,0.08,1593184929,0,0.1149,0.2327,-11970000,397615220,-409585220
"1169",2013,"Nebraska School Retirement System (NPERS)*","Nebraska",0.129,9984898998,8092953030,0.08,1735175956,0.04,0.1186,0.1994,-11220904,425631690,-436852594
"1170",2014,"Nebraska School Retirement System (NPERS)*","Nebraska",0.183,10426112609,9450981723,0.08,1774679549,0.04,0.1182,0.1839,-13525039,462313130,-475838169
"1171",2015,"Nebraska School Retirement System (NPERS)*","Nebraska",0.069,10778303637,9685816053,0.08,1845979997,0.04,0.1211,0.1703,-13849888,488367410,-502217298
"1172",2016,"Nebraska School Retirement System (NPERS)*","Nebraska",0.011,11207298169,9698584810,0.08,1901967362,0.04,0.1204,0.1659,-14066487,519410030,-533476517
"1173",2017,"Nebraska School Retirement System (NPERS)*","Nebraska",0.086,12466139649,10876861507,0.075,1966968901,0.035,0.1332,0.1931,-13320844,549070380,-562391224
"1174",2018,"Nebraska School Retirement System (NPERS)*","Nebraska",0.166,13001288461,11636298903,0.075,2027180460,0.035,0.1328,0.1873,-15236771,588189560,-603426331
"1175",2019,"Nebraska School Retirement System (NPERS)*","Nebraska",-0.042,13435710270,12214947023,0.075,2093017529,NA,0.1335,0.1842,-14877477,620813750,-635691227
"1176",2001,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",-0.015,13449984700,10946158000,0.08,3094572000,0.065,0.15773,0.17148,-7664000,0,-7664000
"1177",2002,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",-0.027,14722877500,10779362000,0.08,3189446300,0.065,0.16321,0.17175,-13427000,0,-13427000
"1178",2003,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.05,15541298300,11448722000,0.08,3376214300,0.065,0.15869,0.18515,-8715000,0,-8715000
"1179",2004,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.121,16977008400,12997402000,0.08,3542722300,0.065,0.15929,0.18544,-9140000,0,-9140000
"1180",2005,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.093,18744126600,14375965000,0.08,3841307100,0.065,0.15863,0.18094,-11107000,0,-11107000
"1181",2006,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.088,20344634900,15776866000,0.08,4214298100,0.065,0.1564,0.18085,-11186000,0,-11186000
"1182",2007,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.15,21804987980,18271779000,0.08,4502158079,0.065,0.16313,0.1868,-14046000,0,-14046000
"1183",2008,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",-0.032,24001040510,17804527000,0.08,4794509392,0.065,0.16538,0.187,-12547000,0,-12547000
"1184",2009,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",-0.156,26087620542,14992576000,0.08,4991660313,0.065,0.16322,0.19655,-14540000,0,-14540000
"1185",2010,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.11,27616269784,16604769000,0.08,4943566092,0.065,0.16252,0.19635,-15084000,0,-15084000
"1186",2011,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.211,28988787341,19960073000,0.08,4847425149,0.065,0.16058,0.21662,-18609000,0,-18609000
"1187",2012,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.031,30322446182,20387151000,0.08,4632433507,0.065,0.16543,0.21662,-19414000,0,-19414000
"1188",2013,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.124,33178566729,22610714000,0.08,4777126367,0.065,0.16932,0.2336,-895000,0,-895000
"1189",2014,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.176,34774341511,26253268000,0.08,4827560245,0.065,0.1691,0.2328,-17516000,0,-17516000
"1190",2015,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.042,36318260954,26975378000,0.08,4973695559,0.065,0.16784,0.25252,-19047000,0,-19047000
"1191",2016,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.023,38114382320,27224080000,0.08,5105827741,0.065,0.16647,0.25241,-22005000,0,-22005000
"1192",2017,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.119,40651650857,30034611000,0.075,5222055031,0.055,0.16642,0.25234,-24452000,1845160000,-1869612000
